word,ceviri,master,CreatedAt
limit,"select sorgusunda seçilen satır sayısını kısıtlar","structured query language","2025-02-09 14:27:06"
"entity relationship","varlıklar ve aralarındaki ilişkiyi gösteren modelleme","structured query language","2025-02-09 15:44:02"
"er diagram","varlıklar, öznitelikleri ve aralarındaki ilişkileri gösteren diyagramdır","structured query language","2025-02-09 15:47:45"
dml,"veri işleme dili; insert, update, delete, select'ten oluşur","structured query language","2025-02-09 22:35:04"
"data manipulation language","veri işleme dili; insert, update, delete, select'ten oluşur","structured query language","2025-02-09 22:35:32"
ddl,"veri tanımlama dili; create, alter, drop, truncate'den oluşur","structured query language","2025-02-09 22:36:24"
"data definition language","veri tanımlama dili; create, alter, drop, truncate'den oluşur","structured query language","2025-02-09 22:36:39"
truncate,"tablonun verisini koruyarak içeriğini tamamen silme","structured query language","2025-02-09 22:37:39"
"crud operation","create, read, update, delete","structured query language","2025-02-09 22:39:29"
province,"il, eyalet/ bir kişinin uzmanlık veya sorumluluk alanı","structured query language","2025-02-09 22:41:50"
elaborate,"bir konuyu detaylandırmak, iyice içine girmek","structured query language","2025-02-09 22:42:52"
immediate,"hemen, anında","structured query language","2025-02-09 22:47:24"
varchar,"sql'de belirlenen sınırı geçmeyecek şekilde dinamik hafıza aloke eden string türü","structured query language","2025-02-09 22:51:19"
char,"karakter/ sql'de belirlenen sınır kadan yer tutan string türü","structured query language","2025-02-09 22:52:05"
modify,"alter ile tablodaki sütunun yapısını değiştirme aracı","structured query language","2025-02-09 23:07:44"
alter,"sql'de bir tablonun yapısını, özelliklerini değiştirme aracı","structured query language","2025-02-09 23:08:09"
"group by","belirli bir sütuna göre gruplandırmak,sütundaki unique değerler çıktı satırları olur","structured query language","2025-02-10 14:10:56"
having,"group by kullanırken koşul eklemeyi sağlar","structured query language","2025-02-10 14:13:52"
"order by","sql de belirtilen parametreye göre sıralama","structured query language","2025-02-14 15:51:14"
"aggregate function","sql'de bir grup veri ile işlem yapıp tek bir değer döndüren fonksiyon(sum, min)","structured query language","2025-02-14 16:28:36"
"scalar function","sql'de tek değer ile işlem yapıp yine tek bir değer döndüren fonksiyon(upper)","structured query language","2025-02-14 16:47:08"
"string function","sql'de bir metin üzerine işlem yapan fonksiyon(upper)","structured query language","2025-02-14 16:47:47"
round,"sql'de ondalık sayıları belirli bir basamağa yuvarlamayı sağlayan fonksiyon","structured query language","2025-02-14 16:49:08"
datediff,"sql'de iki tarih arasındaki farkı döndüren fonksiyon","structured query language","2025-02-14 17:11:10"
substitute,"yerine geçmek/ ikamet etmek/ bir metinde belirli bir kısmı başka bir şeyle değiştirmek","structured query language","2025-02-14 19:11:55"
consulting,danışmak,"music production","2025-02-15 17:51:10"
boardcast,"yayınlanma, sosyal medya paylaşımı, duyuru, mesaj","music production","2025-02-15 17:59:28"
daunt,"korkutmak, zor görünmek, caydırmak","music production","2025-02-15 18:19:14"
tend,"belirli bir yönde gelişme, belirli bir davranışı daha sık gösterme, eğilim, ilgilenmek","music production","2025-02-15 18:23:31"
fuss,"gereksiz telaş, abartı, aşırı ilgi, yaygara","music production","2025-02-15 18:24:47"
vst,"dijital ses işleme eklentileri(plugin) için standart","music production","2025-02-15 18:27:06"
"virtual studio technology","dijital ses işleme eklentileri(plugin) için standart","music production","2025-02-15 18:27:31"
superior,"daha üst seviyede olma, liderlik, idarecilik","music production","2025-02-15 18:32:34"
discriminate,"ayırt etmek, farklılaştırmak, ayrımcılık","music production","2025-02-15 18:34:55"
frustrating,"hayal kırıklığına uğratmak, moral bozucu, heves kırıcı","music production","2025-02-15 18:36:59"
bundle,"paket, demet","music production","2025-02-16 01:47:29"
avg,"sql'de ortlama hesabını döndüren fonksiyon","structured query language","2025-02-17 19:44:05"
subquery,"bir sorguda gerektiğinde alt bir sorgu, sorgu içinde sorgu yazmak","structured query language","2025-02-17 19:45:13"
"foreign key","bir tablodaki bir sütunun başka bir tablonun primary key'ini referans etmesi","structured query language","2025-02-17 20:03:44"
proprietary,"özel, kendine özgü/ telif hakkı, özel mülkiyet","structured query language","2025-02-17 22:23:58"
"python database api","pythonda farklı veri tabanları ile etkileşim sağlayan arayüz","structured query language","2025-02-17 22:28:32"
"db api","pythonda farklı veri tabanları ile etkileşim sağlayan arayüz","structured query language","2025-02-17 22:28:46"
explanatory,"açıklayıcı, öğretici, izah edici","structured query language","2025-02-17 22:29:31"
"jupyter notebook","kod geliştirme ortamı, veri analizi ve bilimsel hesaplamalarda kullanılır, markdown desteği","structured query language","2025-02-17 22:36:14"
"inner join","iki tablo birleştirilirken yalnızca ortak değerler döndürülür(primary-foreign eşleşmesi)","structured query language","2025-02-18 11:12:50"
"left join","iki tablo birleştirilirken sol tablodaki değerler döndürülür(primary-foreign eşleşmesi)","structured query language","2025-02-18 11:15:34"
"right join","iki tablo birleştirilirken sağ tablodaki değerler döndürülür(primary-foreign eşleşmesi)","structured query language","2025-02-18 11:16:05"
join,"sql'de iki tabloyu belirli sütunların eşleşen değerlerine göre birleştirir(varsayılan inner)","structured query language","2025-02-18 11:18:42"
dbms,"veritabanı yönetim sistemi(örn. mysql, cassandra...)","structured query language","2025-02-18 11:42:18"
"dblib api","sql serverına bağlanmak için kullanılan eski bir api","structured query language","2025-02-18 11:46:15"
connectivity,"bağlantı, ağ ile iletişim kurmak","structured query language","2025-02-18 11:47:19"
odbc,"açık veritabanı bağlantısı, farklı veri tabanlarına standart bir arayüz ile erişim sağlanması","structured query language","2025-02-18 11:49:09"
"open database connecticity","açık veritabanı bağlantısı, farklı veri tabanlarına standart bir arayüz ile erişim sağlanması","structured query language","2025-02-18 11:49:36"
oci,"oracle veri tabanı ile uygulamalar arasında düşük seviyeli bir iletişim sağlayan api","structured query language","2025-02-18 11:51:11"
"oracle call interface","oracle veri tabanı ile uygulamalar arasında düşük seviyeli bir iletişim sağlayan api","structured query language","2025-02-18 12:06:21"
jdbc,"java uygulamalarının veri tabanlarına bağlanmasını ve sql çalıştırmasını sağlayan arayüz","structured query language","2025-02-18 12:07:33"
"java database connectivity","java uygulamalarının veri tabanlarına bağlanmasını ve sql çalıştırmasını sağlayan arayüz","structured query language","2025-02-18 12:07:56"
cursor,"işaretçi, imleç/ dbms'de dorgu sonuçları üzerinde gezinmek, manipülasyon yapman yapı","structured query language","2025-02-18 12:11:05"
commit,"onaylamak, bir işlemi kalıcı hale getirmek","structured query language","2025-02-18 12:42:54"
callproc,"dbms'de sql fonksiyonları","structured query language","2025-02-18 12:45:46"
executemany,"dbms'de birden fazla sql sorgusunu çalıştırma","structured query language","2025-02-18 12:47:05"
fetchone,"dbms'de sql sorgusunun tek satır döndürmesini sağlayan fonksiyon","structured query language","2025-02-18 12:49:34"
fetchmany,"dbms'de sql sorgusunun istenilen kadar satır döndürmesini sağlayan fonksiyon","structured query language","2025-02-18 12:50:31"
fetchall,"dbms'de sql sorgusunun tüm sonuçlarını döndürmesini sağlayan fonksiyon","structured query language","2025-02-18 12:51:36"
nextset,"dbms'de sql sorgusunun sonraki sonuç satırını döndürmesini sağlayan fonksiyon","structured query language","2025-02-18 12:52:57"
shape,"numpy'de veri tablosunun boyutlarını döndüren fonksiyon",python,"2025-02-18 13:04:25"
"sql magic","etkileşimli ortamlarda sql komutlarını çalıştırmak için kullanılan özel komut","structured query language","2025-02-18 13:15:25"
"line magic","tek satırdaki sql sorgusunu çalıştırır","structured query language","2025-02-18 13:18:49"
"cell magic","tüm hücredeki sql sorgusunu çalıştırır","structured query language","2025-02-18 13:19:03"
matplotlib,"python'da veri görselleştirmek için kullanılan kütüphane",python,"2025-02-18 13:21:31"
bash,"lünux veunix'te komut satırı yorumlayıcısı","structured query language","2025-02-18 18:25:25"
shell,"işletim sistemlerinde kullanıcı ile etkileşimi sağlayan komut satırı arayüzü","structured query language","2025-02-18 18:29:03"
sqlite,"küçük, sunucusuz, gömülü çalışan bir dbms","structured query language","2025-02-18 18:31:43"
prettytable,"python'da verileri tablo şeklinde görüntülemek için kullanılan bir kütüphane","structured query language","2025-02-18 18:36:16"
seaborn,"python'da istatiksel veri görselleştiren bir kütüphane(heatmap, violin plot vs)","structured query language","2025-02-18 18:41:58"
"nutrition analysis","bir yiyeceğin içerdiği besin öğrelerinin miktarlarının belirlenmesi","structured query language","2025-02-18 18:59:24"
swarmplot,"seaborn'dan, verinin dağılımı, toplanma yerlerini küme olarak(katagorik-sayısal) gösteren grafik","structured query language","2025-02-18 19:06:45"
idxmax,"pandas'tan dataframe ya da series'de bir sütunun en büyük değerinin satır indexini döndürür","structured query language","2025-02-18 19:10:09"
"scatter plot","dağılım grafiği, iki sayısal parametre arasındaki veri noktalarının görselleştirilmesi","structured query language","2025-02-18 19:12:57"
jointplot,"seaborn'dan, iki parametredeki(scatter), bu parametrelerin kendi arasındaki (marginal) grafik","structured query language","2025-02-18 19:16:12"
marginal,"bir veya daha fazla değişkenin bireysel, kendi içlerindeki dağılımını gösteren grafik","structured query language","2025-02-18 19:17:31"
"flash fill","excel'de otomatik tamamlama, başta verilen mantığı otomatik devam ettirme",excel,"2025-01-22 19:21:17"
responsive,"bir web sitesinin başka cihazlarda, ekran boyutlarında çalışabilmesi/ duyarlı",web,"2025-01-19 19:25:51"
skewness,"bir dağılımın simetrik olup olmaması, ne kadar çarpık(simetrik değil) olduğu","structured query language","2025-02-18 19:40:56"
"box plot","verilerin dağılımını ve merkezi eğilimini görselleştiren grafik çeşidi","structured query language","2025-02-18 19:43:39"
read_csv,"pandas'dan, csv okuyup dataframe döndüren metod","structured query language","2025-02-18 20:07:45"
connect,"sqlite veri tabanına bağlayan fonksiyon","structured query language","2025-02-18 20:09:23"
read_sql,"pandas'da, sql sprguları aracılığıyla veri çeken fonksiyon","structured query language","2025-02-18 20:10:28"
read_sql_query,"pandas'ta sql sorgularını select komutu ile kullanarak veriyi dataframe olarak döndürür","structured query language","2025-02-18 20:20:15"
to_sql,"pandas'ta bir dataframe'i sql veri tabanına yazmak için kullanılan metod","structured query language","2025-02-18 20:22:33"
fictional,"gerçek olmayan, hayal ürünü","structured query language","2025-02-18 20:45:28"
breed,"alt tür, cins","structured query language","2025-02-18 20:46:09"
csv,"verileri virgül ile ayırarak saklayan dosya şekli","structured query language","2025-02-18 21:27:02"
"comma separated values","verileri virgül ile ayırarak saklayan dosya şekli","structured query language","2025-02-18 21:27:24"
pragma_table_info,"sql'de sütunları ve özelliklerini döndüren tablo","structured query language","2025-02-19 14:57:21"
"scikit learn","python'da makine öğrenmesi için kullanılan popüler bir kütüphane","ibm data analyst","2025-02-20 16:13:28"
sklearn,"python'da makine öğrenmesi için kullanılan popüler bir kütüphane","ibm data analyst","2025-02-20 16:15:41"
"in sample evaluate","bir öğrenme modelinin eğitim sürecinde öğrendiği veriler üzerinden değerlendirilmesi","ibm data analyst","2025-02-20 16:17:54"
underfitting,"bir eğitim modelinin eğitim verisini yeteri kadar iyi öğrenememesi","ibm data analyst","2025-02-20 16:20:07"
refinement,"bir modelin, algoritmanın daha iyi sonuç vermesi iin geliştirilmesi","ibm data analyst","2025-02-20 16:20:51"
scipy,"python'da bilimsel ve matematiksel hesaplamalar yapmayı sağlayan kütüphane","ibm data analyst","2025-02-20 16:45:43"
statsmodels,"python'da istatiksel modelleme ve veri analizi yapmayı sağlayan kütüphane","ibm data analyst","2025-02-20 16:46:39"
acquistion,"bir şirketin bir başkasını satın alması/ yeni bir şey edinme, bilgi deneyim kazanma","ibm data analyst","2025-02-20 16:48:07"
encode,"veri sıkıştırma, işeme, karakter kodlama","ibm data analyst","2025-02-20 16:53:50"
axis,eksen,"ibm data analyst","2025-02-20 17:23:57"
quotation,"tırnak işareti kullanımı","ibm data analyst","2025-02-20 17:25:48"
nan,"sayısal olmayan veya eksik olan veriler","ibm data analyst","2025-02-20 17:28:37"
inplace,"bir işlemin yeni bir veri oluşturup döndürmektense orijinal veri üzerinde işlem yapar","ibm data analyst","2025-02-20 17:41:17"
pervasive,"yaygın, her yerde bulunan","ibm data analyst","2025-02-20 18:28:53"
equivalent,"eşdeğer, denk","ibm data analyst","2025-02-20 18:38:39"
astype,"python'da numpy'de veri tipi değiştirme fonksiyonu","ibm data analyst","2025-02-20 18:39:50"
preprocessing,"önişleme, veri analiz edilmeden önce uygulanan hazırlama işlemleri bütünü","ibm data analyst","2025-02-20 18:42:26"
"simple feature scaling","veri ölçeklendirme, 0-1 aralığına getirir, bütün sayıları max'a böler","ibm data analyst","2025-02-20 18:58:58"
"min max scaling","veri ölçeklendirme, 0-1 aralığına getirir, sayıların minden farkını maxın minden farkına böler","ibm data analyst","2025-02-20 19:00:24"
"z score scaling","ölçeklendirme, 3,-3 aralığı(ort), sayıların ortalamadan kaç standart sapma uzaklıkta olması","ibm data analyst","2025-02-20 19:03:31"
"standard deviation","standart sapma, verinin ne kadar yaygınlaştığı, verilerin ortlamadan ne kadar uzaklatığı","ibm data analyst","2025-02-20 19:05:34"
std,"python'da, pandas'da standart sapma hesaplayan fonksiyon","ibm data analyst","2025-02-20 19:06:10"
binning,"veriyi bin'lere ayıran preprocessing tekniği","ibm data analyst","2025-02-20 19:07:13"
"one hot encoding","katagorik verileri sayılara dönüştürür, tabloya iki tane binary satır ekler","ibm data analyst","2025-02-20 19:12:26"
dummies,"pandas'ta one hot encoding uygulayan fonksiyon","ibm data analyst","2025-02-20 19:13:50"
isnull,"pandas'ta null ve nan değerlerinin varlığını kontrol eder","ibm data analyst","2025-02-20 19:28:51"
notnull,"pandas'ta null ve nan olmayan değerlerinin varlığını kontrol eder","ibm data analyst","2025-02-20 19:29:44"
column,sütun,"ibm data analyst","2025-02-20 19:31:32"
row,satır,"ibm data analyst","2025-02-20 19:31:45"
simultaneous,"aynı anda gerçekleşen işlemler","audio processing","2025-02-22 15:17:32"
"context manager","kaynak yönetimini kolaylaştırır, with ile kullanılır, kod bloğunun boyunca ayarlamalar yapar","audio processing","2025-02-22 15:42:18"
with,"python'da context manager yapısını kullanır, kod bloğu başında, sonunda ayarlamalar yapar","audio processing","2025-02-22 15:43:13"
troubleshoot,"sorunları tespit etme, çözme süreci","music production","2025-02-22 16:18:50"
intimate,"derinlemesine/ özel, yakın, samimi","music production","2025-02-22 16:20:11"
composure,"sakinlik, zor koşullarda sakin kalabilmek","music production","2025-02-22 16:27:46"
liability,"mali sorumluluk, borç/ zorluk, olumsuz durum","music production","2025-02-22 16:28:48"
restraint,"bir kişinin duygusal dürtülerini bastırması, kontrol etmesi, sabır/ kısıtlama engelleme","music production","2025-02-22 16:30:32"
preliminary,"ön hazırlık/ öne eleme turu","ibm data analyst","2025-02-24 16:57:49"
anova,"varyans analizi, birden fazla grup arasındaki ortalama farklarını inceler","ibm data analyst","2025-02-24 17:00:33"
"analysis of variance","varyans analizi, birden fazla grup arasındaki ortalama farklarını inceler","ibm data analyst","2025-02-24 17:01:41"
"pearson correlation","iki sürekli değişken arasındaki doğrusal ilişki ölçümü(1,-1 arasında)","ibm data analyst","2025-02-24 17:04:42"
"correlation heatmap","değişkenler arasındaki korelasyon derecesini görselleştirir","ibm data analyst","2025-02-24 17:07:02"
"descriptive istatistic","veri kümesini özetlemek, anlamak, temel olarak tanımlamak için kullanılan istatistiksel işlemler","ibm data analyst","2025-02-24 17:08:37"
describe,"python'da bir dataframe'nin sayısal sütunları için temel istatiksel değerleri gösteren fonksiyon","ibm data analyst","2025-02-24 17:10:44"
indistinguishable,"iki veya daha fazla şeyin birbirinden ayırt edilemez olması","ibm data analyst","2025-02-24 17:14:15"
steep,"dik, diklik, eğimin büyüklüğü","ibm data analyst","2025-02-24 17:30:57"
cure,"iyileşmek, düzelmek","ibm data analyst","2025-02-24 17:44:52"
quantify,"bir şeyi sayısal olarak ölçmek/ belirli miktara indirgemek","ibm data analyst","2025-02-24 17:49:28"
dreaded,"korku duyulan, dehşetle beklenen","ibm data analyst","2025-02-24 17:52:42"
"false positive","yanlış bir durumun hata ile doğruymuş gibi anlaşılması","ibm data analyst","2025-02-24 17:53:49"
"null hypothesis","ilişki olmamasının varsayımı, ilişkiyi reddeden hipotez","ibm data analyst","2025-02-24 18:03:18"
"population parameter","bir popülasyon ile ilgili veriler(örn. ortalama)","ibm data analyst","2025-02-24 18:11:02"
"sampling distribution","popülasyon parametresi belirlemek için alınan farklı örneklemlerin oransal sonuç dağılımı","ibm data analyst","2025-02-24 18:17:07"
"moderate certianity","orta düzey güvenlik, kesinlik","ibm data analyst","2025-02-24 18:27:09"
value_counts,"pandas'ta dataframe sütununda bir değerin kaç kere tekrar ettiğinin tablosu","ibm data analyst","2025-02-24 18:34:20"
"chi square","ki kare testi, iki katagorik değişken arasındaki ilişkiyi analiz eden istatistiksel test","ibm data analyst","2025-02-25 09:15:24"
hunch,"verilere dayalı olmayıp deneyime ve sezgiye dayalı olan tahmin, hipotez","ibm data analyst","2025-02-25 09:17:58"
"p value","hipotez testinde sonuçların h0 doğru iken ne olasılıkla meydana gelebileceği(p<0.05 ise h0 yanlış)","ibm data analyst","2025-02-25 13:19:27"
syncopation,"vurguların beklenmedik zamanlarda olması(root yerlerde değil zayıf yerlerde)","music production","2025-02-25 13:26:09"
"t test","iki değişken ortalamaları arasında bağlantı, ilişki varlığını test eden istatistiksel test","ibm data analyst","2025-02-25 13:53:26"
corr,"pandas'ta korelasyon katsayısını hesaplayan fonksiyon","ibm data analyst","2025-02-25 14:04:06"
ylim,"matplotlib'de y ekseninin sınırlarını belirleyen fonksiyon","ibm data analyst","2025-02-25 14:07:16"
xlim,"matplotlib'de x ekseninin sınırlarını belirleyen fonksiyon","ibm data analyst","2025-02-25 14:07:41"
"phantom power","bazı ses ekipmanlarını çalıştırmak için gerekli düşük voltajlı güç kaynağı(48 volt, condenser mic)","ibm data analyst","2025-02-25 14:28:30"
regplot,"seaborn'da scatter plot'a regresyon çizgisi elkenmiş grafik şekli","ibm data analyst","2025-02-25 21:06:58"
reset_index,"pandas'ta dataframe'de index sıfırlayan fonksiyon","ibm data analyst","2025-02-25 21:14:02"
agg,"pandas'ta group by yaparken satırlarda farklı işlemler uygulatıp birleştiren fonksiyon","ibm data analyst","2025-02-25 21:23:36"
as_index,"pandas'ta group by ile oluşan dataframe'nin gruplama yapılan sütunun index olarak kullandırtır","ibm data analyst","2025-02-25 21:30:36"
fillna,"pandas'da boş değerlere sıfır atar","ibm data analyst","2025-02-25 21:40:57"
enhusiasm,"coşku, ilgi, tutku","music production","2025-03-01 01:06:19"
"ohm's law","voltaj eşittir akım çarpı direnç formülü","music production","2025-03-01 01:09:20"
resistance,"direnç, elektrik devresindeki bileşenlerin akıma gösterdikleri karşılık(ohm)","music production","2025-03-01 01:12:56"
ohm,"direnç birimi","music production","2025-03-01 01:13:12"
reaktans,"alternatif akım devresinde bileşenin akıma gösterdiği direnç, enerji depolayan yapı","music production","2025-03-01 01:16:02"
amplifier,"ses-elektrik sinyalini güçlendiren, seviyesini arttıran araç","music production","2025-03-01 01:16:51"
"alternating current","alternatif akım, elektrik akımının yönünü periyodik olarak değiştiği elektrik akım türü","music production","2025-03-01 01:21:31"
ac,"alternatif akım, elektrik akımının yönünü periyodik olarak değiştiği elektrik akım türü","music production","2025-03-01 01:21:59"
implicator,"alternatif akım devresinde bileşenin akıma gösterdiği direnç(ohm)","music production","2025-03-01 01:25:26"
inadequate,"yetersiz, eksik","music production","2025-03-01 01:31:25"
diminish,"azalmak, küçülmek","music production","2025-03-01 01:32:32"
adaptive,"uyum sağlamak, esnek, değişken","music production","2025-03-01 01:34:04"
preamp,"düşük seviyeli inputlara ekstra gain ekleyen cihaz","music production","2025-03-01 16:17:48"
spacious,"geniş, ferah, derin(reverb, delay, stereo imaj)","music production","2025-03-01 16:19:49"
broadcasting,"yayıncılık, radyo, televizyon","music production","2025-03-01 20:20:27"
accentuate,"vurgulamak, öne çıkarmak","music production","2025-03-01 20:22:37"
flawed,"kusurlu, hatalı","music production","2025-03-01 20:50:09"
"simple linear regression","bir bağımsız değişken ile bir bağımlı değişken arasındaki doğrusal ilişkiyi modelleyen yöntem","ibm data analyst","2025-03-02 02:12:26"
"multiple linear regression","bağımsız değişkenler ile bir bağımlı değişken arasındaki doğrusal ilişkiyi modelleyen yöntem","ibm data analyst","2025-03-02 02:13:11"
"carry over","bir şeyin geleceğe aktarılması, sonraki aşamaya taşınması","ibm data analyst","2025-03-02 02:17:28"
"model evaluation","model değerlendirme, bir yapay zeka modelinin doğruluk vs testi","ibm data analyst","2025-03-02 02:21:25"
"polynomial regression","veri setindeki doğrusal olmayan ilişkileri modelleyen yöntem","ibm data analyst","2025-03-02 02:23:31"
arsenal,"cephanelik, kaynak, yedekler, tüm kaynak deposu","music production","2025-03-02 03:08:10"
sequencer,"ses ve midi öğelerin sırasını düzenlemeyen platform, yazılım, program","music production","2025-03-02 03:18:03"
standpoint,"bakış açısı, değerlendirme, perspektif","music production","2025-03-02 03:27:38"
"dotted quarter note","bir çeyrek notanın yanına kendisinin yarısı sürede daha eklenmesi","music production","2025-03-02 05:46:55"
"r square","korelasyon kartasyısı(r)'ın karesi","ibm data analyst","2025-03-03 04:37:40"
noise,"bir veri setinde güvenilirliği bozabilecek rastgele veya gereksiz veriler","ibm data analyst","2025-03-03 22:27:14"
linear_model,"sklearn'da doğrusal modelleri içeren bir modül","ibm data analyst","2025-03-03 22:31:01"
gallan,"abd'de hacim ölçü  birimi","ibm data analyst","2025-03-03 22:36:32"
affiliation,"bağlılık, üyelik, bağlantı","modeling and simulation","2025-03-03 23:31:12"
"pubmed identifier","bir makalenin veya araştırmanın pubmed veritabanındaki id'si","modeling and simulation","2025-03-03 23:33:06"
pmid,"bir makalenin veya araştırmanın pubmed veritabanındaki id'si","modeling and simulation","2025-03-03 23:33:17"
"digital object identifier","dijital ortamda bulunan kaynağa sabit, sürekli ve unique şekilde ulaşan link","modeling and simulation","2025-03-03 23:35:40"
doi,"dijital ortamda bulunan kaynağa sabit, sürekli ve unique şekilde ulaşan link","modeling and simulation","2025-03-03 23:35:52"
"pancreatic cancer","pankreas kanseri","modeling and simulation","2025-03-03 23:40:26"
cohrot,"belirli bir grup insanı uzun süre boyunca takip edip kontrol etmek","modeling and simulation","2025-03-03 23:41:27"
"case control","vaka kontrol, bir hastalıkla ilgili risk analizi vs","modeling and simulation","2025-03-03 23:41:55"
"genetic syndromes","genetik nedenlerle orataya çıkan genellikle birkaç hastalığın aynı anda göründüğü sendrom","modeling and simulation","2025-03-03 23:43:13"
desmoplisia,"kanser hücreleri çevresindeki bağ doku hücrelerinin aşırı büyümesi ile oluşan stormal tepki","modeling and simulation","2025-03-03 23:44:45"
"endoscopic ultrasonography","iç organları görüntülemek için kullanılan endoskop ve ultrason teknolojileri","modeling and simulation","2025-03-03 23:46:26"
gemcitabine,"pankreas kanseri tedavisinde kullanılan kemoterapi ilacı","modeling and simulation","2025-03-03 23:47:15"
"molecular technology","genetik materyalleri ve moleküler düzeydeki etkileşimleri inceleyen bilim dalı","modeling and simulation","2025-03-03 23:48:14"
segregation,"verilerin sınıflar halinde ayrı ayrı işlenmesi","modeling and simulation","2025-03-03 23:50:56"
autosomal,"cinsiyet belirleyici olmayan kromozomlar","modeling and simulation","2025-03-03 23:54:06"
"autosomal dominant","bir hastalığın geçmesi için tek bir gen kopyasının yeterli olması","modeling and simulation","2025-03-03 23:55:18"
syndrome,"hastalık belirtileri","modeling and simulation","2025-03-03 23:57:42"
curiosity,"merak, bilgi edinme isteği",github,"2025-03-04 01:42:47"
fit,"sklearn'da modeli verilerle eğitmeye yarayan fonksiyon","ibm data analyst","2025-03-04 05:19:00"
predict,"sklearn'da verilerle eğitilmiş modelin yeni tahminler yapmasını sağlayan fonksiyon","ibm data analyst","2025-03-04 05:19:41"
residplot,"seaborn'da tahmin hatalarını görselleştiren fonksiyon","ibm data analyst","2025-03-05 16:22:42"
snaphost,"yedekleme, kaydetme","music production","2025-03-05 17:40:07"
knn,"denetimli öğrenme yöntemi, yakınlık testine göre yeni verileri sınıflandırma","pattern recognition","2025-03-06 13:41:33"
"k nearest neighbors","denetimli öğrenme yöntemi, yakınlık testine göre yeni verileri sınıflandırma","pattern recognition","2025-03-06 13:41:52"
"confusion matrix","model performansını değerlendirir, doğru ve yanlış kombinasyonlarına göre sınıflandırma yapar","pattern recognition","2025-03-06 13:46:49"
confusion,"karışık, karmaşıklık, düzensiz, belirsiz","pattern recognition","2025-03-06 13:47:24"
"data agumentation","sağlıklı tahmin için veri arttırma","pattern recognition","2025-03-06 13:48:29"
"macro averaging","model perfonrmansı ölçer, sınıflar için recall, precision, f1 hesaplanır, eleman sayısına duyarsız","pattern recognition","2025-03-06 13:54:12"
"micro averaging","model perfonrmansı ölçer, sınıflar için recall, precision, f1 hesaplanır, eleman sayısına duyarlı","pattern recognition","2025-03-06 13:59:22"
tcp/ip,"cihazların internet vs ağlar ile iletişim kurmasını sağlayan temek protokller bütünü","computer networks","2025-03-07 00:59:52"
"transmission c p/ internet p","cihazların internet vs ağlar ile iletişim kurmasını sağlayan temek protokller bütünü","computer networks","2025-03-07 01:01:02"
"transmission control protocol","ağ üzerinde veri iletiminde güvenliği sağlamayan temel protokoller","computer networks","2025-03-07 01:01:53"
"inetnet protocol","ağ üzerinde veri alışverişi sağlayan protokoller, cihazların ağ üzerindeki kimliği","computer networks","2025-03-07 01:03:08"
tcp,"ağ üzerinde veri iletiminde güvenliği sağlamayan temel protokoller","computer networks","2025-03-07 01:03:20"
ip,"ağ üzerinde veri alışverişi sağlayan protokoller, cihazların ağ üzerindeki kimliği","computer networks","2025-03-07 01:03:27"
ipconfig,"windows'ta ağ bağlantıları ile ilgili verileri görüntülemek ve yönetmek için kullanılan komut aracı","computer networks","2025-03-07 01:09:50"
"internet protocol version 6","ağ üzerindeki cihazlara benzersiz ip adresi atayan güncel araç, 128 bit","computer networks","2025-03-07 01:12:14"
"internet protocol version 4","ağ üzerindeki cihazlara benzersiz ip adresi atayan eski araç, 32 bit","computer networks","2025-03-07 01:12:28"
ipv6,"ağ üzerindeki cihazlara benzersiz ip adresi atayan güncel araç, 128 bit","computer networks","2025-03-07 01:12:39"
ipv4,"ağ üzerindeki cihazlara benzersiz ip adresi atayan eski araç, 32 bit","computer networks","2025-03-07 01:12:49"
subnet,"ağın küçük parçalara bölünerek ip adreslerinin ve ağ trafiğinin optimize edilmesini sağlayan yapı","computer networks","2025-03-07 01:14:48"
"host adress","ip'nin bir kısmı, aynı ağa bağlı cihazlar arasında kimlik belirleme","computer networks","2025-03-07 01:17:02"
"network adress","ip'nin bir kısmı, cihazın bağlı olduğu ağın adresi","computer networks","2025-03-07 01:18:09"
"subnet mask","ip adresinin hangi kısmının ağ(network) hangi kısmının cihaz(host) adresi olduğunu belirleyen sayı","computer networks","2025-03-07 01:19:18"
"default gateway","varsayılan ağ geçidi, ağ dışında bir ağa erişilmek istenildiğinde kullanılan ağ geçidi","computer networks","2025-03-07 02:26:06"
gateway,"farklı ağlar arasında veri iletimi sağlayan cihaz","computer networks","2025-03-07 02:26:42"
"media access control address","bir cihaz üretilirken atanan donanımsal benzersiz kimlik","computer networks","2025-03-07 02:29:46"
nic,"bir cihazın ağlarla iletişim kurmasını sağlayan donanım birimi","computer networks","2025-03-07 02:30:44"
"network interface controller","bir cihazın ağlarla iletişim kurmasını sağlayan donanım birimi","computer networks","2025-03-07 02:31:03"
ping,"ağ cihazına erişilebilirliği ve yanıt süresini kontrol eden komut","computer networks","2025-03-07 02:32:24"
router,"verileri bir ağdan başka bir ağa yönlendiren cihaz, yönlendirici","computer networks","2025-03-07 02:34:19"
tracert,"windows'ta veri paketlerinin iletilmesindeki tüm yolu izleyen fonksiyon(hata tespiti vs)","computer networks","2025-03-07 02:35:20"
privilege,"ayrıcalık, özel hak","computer networks","2025-03-07 02:36:56"
